mID,formula,vm1,vm2,vm3,sites,pointGroup,spaceGroup,volume,a,b,c,alpha,beta,gamma,eij,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
mp-9270,SbIrS,0.0,1.0,0.6,12,mm2,29,227.79093936254674,6.11158383,6.09847712,6.11168938,90.00000000,90.00000000,90.00000000,0.090926,0.0,0.0,0.0,0.0,0.05013,0.0,0.0,0.0,0.0,0.16588,0.0,0.0,0.05514,0.09935,-0.06911,0.0,0.0,0.0
mp-685097,HfO2,0.0,0.66667,1.0,12,mm2,29,134.7666554288833,5.04013818,5.07445131,5.26927564,90.00000000,90.00000000,90.00000000,1.218718,0.0,0.0,0.0,0.0,0.62787,0.0,0.0,0.0,0.0,-0.35449,0.0,0.0,-1.449,-1.85362,-1.13432,0.0,0.0,0.0
mp-753378,TaGaO4,1.0,0.0,0.71429,12,mm2,30,132.18455445339896,4.67097895,5.65089327,5.00790056,90.00000000,90.00000000,90.00000000,0.780299,0.0,0.0,0.0,0.0,-1.73621,0.0,0.0,0.0,0.0,1.05569,0.0,0.0,-0.27871,0.37151,-0.02449,0.0,0.0,0.0
mp-3228,HgSO4,0.0,0.0,1.0,12,mm2,31,163.75211062599826,4.92999414,4.98348535,6.66510994,90.00000000,90.00000000,90.00000000,0.2755,0.0,0.0,0.0,0.0,0.10638,0.0,0.0,0.0,0.0,-0.24977,0.0,0.0,0.0244,-0.19909,0.2755,0.0,0.0,0.0
mp-5679,CdSO4,0.0,0.0,1.0,12,mm2,31,156.18869169001812,4.84806734,4.88067739,6.60086486,90.00000000,90.00000000,90.00000000,0.89949,0.0,0.0,0.0,0.0,0.14162,0.0,0.0,0.0,0.0,-0.18088,0.0,0.0,0.92881,-0.67994,0.89949,0.0,0.0,0.0
mp-10796,HgSeO4,0.0,0.0,1.0,12,mm2,31,180.0278487564174,5.09085510,5.17040437,6.83950145,90.00000000,90.00000000,90.00000000,0.57127,0.0,0.0,0.0,0.0,-0.04906,0.0,0.0,0.0,0.0,-0.3966,0.0,0.0,0.33974,-0.56641,0.57127,0.0,0.0,0.0
mp-763052,Fe2OF3,1.0,0.0,0.71429,12,mm2,31,145.98316278480098,4.85121745,9.68896526,3.10580817,90.00000000,90.00000000,90.00000000,0.477004,0.0,0.0,0.0,0.0,0.54518,0.0,0.0,0.0,0.0,-0.19056,0.0,0.0,0.7093,-0.03982,-0.0296,0.0,0.0,0.0
mp-769365,ZnSeO4,1.0,0.0,0.57143,12,mm2,31,148.02567364672737,6.17322232,4.92332116,4.87042614,90.00000000,90.00000000,90.00000000,0.406796,0.0,0.0,0.0,0.0,0.35342,0.0,0.0,0.0,0.0,0.10883,0.0,0.0,0.86212,-0.57768,-0.39165,0.0,0.0,0.0
mp-772052,CdSeO4,0.0,0.0,1.0,12,mm2,31,170.1067726717753,6.82050169,4.96791475,5.02031710,90.00000000,90.00000000,90.00000000,0.84891,0.0,0.0,0.0,0.0,-0.11808,0.0,0.0,0.0,0.0,-0.28667,0.0,0.0,0.79545,-0.8735,0.84891,0.0,0.0,0.0
mp-28460,Br2O,0.0,0.0,1.0,12,mm2,33,320.6812434087962,4.34793175,7.08528976,10.40958042,90.00000000,90.00000000,90.00000000,0.57053,0.0,0.0,0.0,0.0,0.11913,0.0,0.0,0.0,0.0,0.75867,0.0,0.0,0.15299,0.04317,0.57053,0.0,0.0,0.0
mp-554089,SiO2,0.0,0.0,1.0,12,mm2,33,181.16391790709991,5.06459772,5.08228974,7.03829278,90.00000000,90.00000000,90.00000000,0.17468,0.0,0.0,0.0,0.0,0.15752,0.0,0.0,0.0,0.0,0.03232,0.0,0.0,0.07526,-0.08389,-0.17468,0.0,0.0,0.0
mp-22889,ZnCl2,0.0,0.0,1.0,12,mm2,33,338.4316747569326,6.35769981,6.57585051,8.09504101,90.00000000,90.00000000,90.00000000,0.10249,0.0,0.0,0.0,0.0,-0.04881,0.0,0.0,0.0,0.0,-0.04161,0.0,0.0,-0.06959,0.05054,0.10249,0.0,0.0,0.0
mp-402,CdP2,1.0,0.0,0.85714,12,mm2,33,288.1194674501355,5.24770641,5.48237859,10.01461022,90.00000000,90.00000000,90.00000000,0.018233,0.0,0.0,0.0,0.0,0.02513,0.0,0.0,0.0,0.0,0.01462,0.0,0.0,-0.06667,-0.05425,-0.00961,0.0,0.0,0.0
mp-753539,SbOF,0.0,0.0,1.0,12,mm2,33,242.27599778670483,7.08387193,8.38826016,4.07725429,90.00000000,90.00000000,90.00000000,1.17495,0.0,0.0,0.0,0.0,-0.23188,0.0,0.0,0.0,0.0,-0.04969,0.0,0.0,-0.16251,-0.10409,-1.17495,0.0,0.0,0.0
mp-754628,WN2,0.0,0.0,1.0,12,mm2,33,287.769966677438,5.88918000,8.13412706,6.00730505,90.00000000,90.00000000,90.00000000,0.12552,0.0,0.0,0.0,0.0,-0.0105,0.0,0.0,0.0,0.0,-0.13393,0.0,0.0,-0.00548,-0.07674,0.12552,0.0,0.0,0.0
mp-761568,Rb2CoO3,0.0,1.0,0.8,12,mm2,36,207.34170608520225,6.37572866,6.37572849,5.40236822,90.00000000,90.00000000,109.23870125,0.795342,0.0,0.0,0.0,0.0,-0.09173,0.0,0.0,0.0,0.0,1.48617,0.0,0.0,-0.00455,0.41373,0.2939,0.0,0.0,0.0
mp-5784,Na2GeO3,0.0,0.0,1.0,12,mm2,36,172.98071601880687,4.99944771,6.31393970,6.32424871,119.94609210,90.00000000,90.00000000,0.90224,0.0,0.0,0.0,0.0,0.08302,0.0,0.0,0.0,0.0,-0.19726,0.0,0.0,-0.24397,-0.19725,0.90224,0.0,0.0,0.0
mp-3933,Mg2PN3,0.0,0.0,1.0,12,mm2,36,132.60845796964773,4.76123452,5.65987907,5.65987907,119.60689791,90.00000000,90.00000000,2.48109,0.0,0.0,0.0,0.0,0.07849,0.0,0.0,0.0,0.0,-0.00589,0.0,0.0,-0.77877,-0.76438,2.48109,0.0,0.0,0.0
mp-14568,BaMgF4,0.0,1.0,0.57143,12,mm2,36,183.73957520062254,4.16516518,5.93465462,7.71941784,90.00000000,105.65146917,90.00000000,0.586922,0.0,0.0,0.0,0.0,-0.04162,0.0,0.0,0.0,0.0,-1.86949,0.0,0.0,-0.05248,0.12351,0.54121,0.0,0.0,0.0
mp-8973,NaSi2N3,0.0,0.0,1.0,12,mm2,36,129.5166937131608,4.91306476,5.50818605,5.50818605,119.67211868,90.00000000,90.00000000,0.2824,0.0,0.0,0.0,0.0,0.05958,0.0,0.0,0.0,0.0,-0.15479,0.0,0.0,-0.00329,-0.2881,0.2824,0.0,0.0,0.0
mp-5012,Li2SiO3,0.0,0.0,1.0,12,mm2,36,122.55616623203959,4.72905398,5.45695739,5.47708361,119.87851866,90.00000000,90.00000000,1.18405,0.0,0.0,0.0,0.0,0.18419,0.0,0.0,0.0,0.0,0.0353,0.0,0.0,-0.24383,-0.22577,1.18405,0.0,0.0,0.0
mp-4533,Na2SiO3,0.0,0.0,1.0,12,mm2,36,159.58060660815238,4.87626349,6.15757767,6.14211163,120.08333096,90.00000000,90.00000000,0.54049,0.0,0.0,0.0,0.0,0.10272,0.0,0.0,0.0,0.0,-0.25635,0.0,0.0,-0.16532,-0.13341,0.54049,0.0,0.0,0.0
mp-9248,SiCu2S3,0.0,0.85714,1.0,12,mm2,36,213.4681485549704,6.08059720,6.35415046,6.35415047,119.59888400,90.00000000,90.00000000,0.143039,0.0,0.0,0.0,0.0,0.10015,0.0,0.0,0.0,0.0,-0.22701,0.0,0.0,-0.15014,-0.05438,-0.12007,0.0,0.0,0.0
mp-3881,BaZnF4,0.0,0.0,1.0,12,mm2,36,189.28345209123137,4.25332707,5.97025081,7.75147088,90.00000000,105.92364722,90.00000000,0.62192,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,1.51717,0.0,0.0,0.03573,-0.14659,-0.62192,0.0,0.0,0.0
mp-555321,BaNiF4,0.0,0.0,1.0,12,mm2,36,183.4975496474015,4.20427073,5.90878633,7.67984443,90.00000000,105.88581375,90.00000000,0.53073,0.0,0.0,0.0,0.0,0.01235,0.0,0.0,0.0,0.0,1.69027,0.0,0.0,0.03884,-0.11514,-0.53073,0.0,0.0,0.0
mp-21489,Rb2PbO3,1.0,0.0,0.66667,12,mm2,36,257.0515045357705,6.14072952,6.70683119,6.70683118,111.47066255,90.00000000,90.00000000,1.07944,0.0,0.0,0.0,0.0,-0.08982,0.0,0.0,0.0,0.0,0.04829,0.0,0.0,-2.78083,1.92743,0.1345,0.0,0.0,0.0
mp-22756,K2PbO3,0.0,1.0,1.0,12,mm2,36,234.2603478778772,6.10303888,6.47207934,6.47207934,113.60073551,90.00000000,90.00000000,0.446619,0.0,0.0,0.0,0.0,-0.20363,0.0,0.0,0.0,0.0,0.56075,0.0,0.0,-0.37366,0.4054,0.29708,0.0,0.0,0.0
mp-3998,LaTaO4,0.0,0.0,1.0,12,mm2,36,168.76985171797324,3.97329108,5.66807118,7.75278229,90.00000000,104.84762857,90.00000000,2.21809,0.0,0.0,0.0,0.0,0.19779,0.0,0.0,0.0,0.0,1.97528,0.0,0.0,0.7251,0.01185,-2.21809,0.0,0.0,0.0
mp-21521,Cs2PbO3,0.0,1.0,1.0,12,mm2,36,284.8350478404849,6.21160182,7.02035958,7.02035958,111.50227681,90.00000000,90.00000000,0.641632,0.0,0.0,0.0,0.0,-0.15142,0.0,0.0,0.0,0.0,0.57103,0.0,0.0,-0.26428,0.79886,0.44492,0.0,0.0,0.0
mp-556850,BaMnF4,0.0,1.0,0.6,12,mm2,36,201.69225755069263,4.28106377,6.09806056,8.01688869,90.00000000,105.48599463,90.00000000,0.48493,0.0,0.0,0.0,0.0,0.02404,0.0,0.0,0.0,0.0,1.45183,0.0,0.0,0.06563,-0.03967,-0.36198,0.0,0.0,0.0
mp-27987,BrF5,0.0,0.0,1.0,12,mm2,36,201.89856107267195,5.03968973,5.03968973,7.99567448,90.00000000,90.00000000,96.17788057,0.23013,0.0,0.0,0.0,0.0,-0.02265,0.0,0.0,0.0,0.0,-0.04101,0.0,0.0,0.02309,-0.02368,-0.23013,0.0,0.0,0.0
mp-5853,LiSi2N3,0.0,0.0,1.0,12,mm2,36,119.04404151115196,4.81440275,5.33093962,5.34965590,119.88433471,90.00000000,90.00000000,0.77927,0.0,0.0,0.0,0.0,0.08082,0.0,0.0,0.0,0.0,-0.42772,0.0,0.0,-0.16085,-0.44966,0.77927,0.0,0.0,0.0
mp-14433,NaGe2N3,0.0,0.0,1.0,12,mm2,36,150.91761343873605,5.18649745,5.77263261,5.77263261,119.16635127,90.00000000,90.00000000,0.42379,0.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.0,0.0,-0.30678,0.0,0.0,-0.03108,-0.34705,0.42379,0.0,0.0,0.0
mp-15349,Li2GeO3,0.0,0.0,1.0,12,mm2,36,133.17867041322248,4.93478469,5.54824505,5.59965471,119.69676135,90.00000000,90.00000000,0.96836,0.0,0.0,0.0,0.0,0.19374,0.0,0.0,0.0,0.0,0.19374,0.0,0.0,-0.31281,-0.21378,0.96836,0.0,0.0,0.0
mp-557291,BaCoF4,0.0,1.0,0.6,12,mm2,36,188.76321739576088,4.22761340,6.00806770,7.72645574,90.00000000,105.87743032,90.00000000,0.677717,0.0,0.0,0.0,0.0,0.04663,0.0,0.0,0.0,0.0,1.99861,0.0,0.0,0.03485,-0.05357,-0.42663,0.0,0.0,0.0
mp-28264,RbH3O2,0.0,1.0,0.66667,12,mm2,36,145.0807250800273,4.22775795,6.07548689,6.02474570,90.00000000,90.00000000,110.36110706,0.22484,0.0,0.0,0.0,0.0,-0.04202,0.0,0.0,0.0,0.0,0.52601,0.0,0.0,0.15216,0.09204,-0.07327,0.0,0.0,0.0
mp-29515,PH2F3,0.0,0.0,1.0,12,mm2,36,155.07024278980685,5.08984912,5.08984912,6.27863830,90.00000000,90.00000000,107.56944396,0.31771,0.0,0.0,0.0,0.0,-0.00326,0.0,0.0,0.0,0.0,-0.08518,0.0,0.0,0.0314,0.15282,-0.31771,0.0,0.0,0.0
mp-697111,H2O,0.0,0.0,1.0,12,mm2,36,124.89446946517214,4.45057171,4.45057171,7.27885769,90.00000000,90.00000000,60.02691935,0.27257,0.0,0.0,0.0,0.0,-0.0644,0.0,0.0,0.0,0.0,0.25305,0.0,0.0,-0.09291,-0.11471,-0.27257,0.0,0.0,0.0
mp-643009,SrMgH4,0.0,0.0,1.0,12,mm2,36,150.3120967045958,7.05472858,7.05472858,5.61371677,90.00000000,90.00000000,32.54763921,0.72092,0.0,0.0,0.0,0.0,0.10964,0.0,0.0,0.0,0.0,-0.21433,0.0,0.0,-0.26085,0.04451,0.72092,0.0,0.0,0.0
mp-643756,EuMgH4,0.0,0.0,1.0,12,mm2,36,141.84289428289455,6.84709858,6.84709858,5.56822993,90.00000000,90.00000000,32.91177471,0.16067,0.0,0.0,0.0,0.0,0.16628,0.0,0.0,0.0,0.0,-0.10511,0.0,0.0,-0.14336,0.2269,0.16067,0.0,0.0,0.0
mp-853167,Na2VO3,0.0,0.0,1.0,12,mm2,36,175.30485072121803,6.36473833,6.38383455,4.97701743,90.00000000,90.00000000,60.09890356,1.15122,0.0,0.0,0.0,0.0,0.03758,0.0,0.0,0.0,0.0,-0.19069,0.0,0.0,-0.21854,-0.20762,1.15122,0.0,0.0,0.0
mp-753798,Rb2SnO3,0.0,1.0,1.0,12,mm2,36,242.8377802834034,6.65688519,6.65688519,5.87300330,90.00000000,90.00000000,111.08157613,0.74877,0.0,0.0,0.0,0.0,-0.07084,0.0,0.0,0.0,0.0,0.30097,0.0,0.0,-0.76858,1.27884,0.53803,0.0,0.0,0.0
mp-770149,Li2CrO3,0.0,0.0,1.0,12,mm2,36,133.60966324868625,5.64183411,5.57549348,4.92428649,90.00000000,90.00000000,59.60561035,1.41724,0.0,0.0,0.0,0.0,0.08786,0.0,0.0,0.0,0.0,0.19472,0.0,0.0,-0.74244,-0.42085,1.41724,0.0,0.0,0.0
mp-756156,Rb2ZrO3,0.0,1.0,0.85714,12,mm2,36,243.96208398588038,6.62459733,6.62459733,5.97341874,90.00000000,90.00000000,111.46563994,0.49742,0.0,0.0,0.0,0.0,-0.06992,0.0,0.0,0.0,0.0,0.31245,0.0,0.0,-0.51153,0.8074,0.28043,0.0,0.0,0.0
mp-756401,TaAsO4,0.0,0.0,1.0,12,mm2,36,163.5087723631258,3.94032810,7.56914951,5.67800068,90.00000000,90.00000000,105.08719299,1.17897,0.0,0.0,0.0,0.0,-1.08556,0.0,0.0,0.0,0.0,0.14158,0.0,0.0,-0.13364,-0.39283,1.17897,0.0,0.0,0.0
mp-768223,Cs2CeO3,1.0,0.0,1.0,12,mm2,36,298.7426488239202,7.02260365,7.02260365,6.54551856,90.00000000,90.00000000,112.26243594,0.430713,0.0,0.0,0.0,0.0,-0.15053,0.0,0.0,0.0,0.0,0.11206,0.0,0.0,-0.79825,0.6651,-0.26946,0.0,0.0,0.0
mp-768230,SmTaO4,0.0,0.0,1.0,12,mm2,36,163.59189613966825,3.92906379,7.75196598,5.55232396,90.00000000,90.00000000,104.68020203,1.90961,0.0,0.0,0.0,0.0,-0.77841,0.0,0.0,0.0,0.0,1.42448,0.0,0.0,0.67889,0.28971,-1.90961,0.0,0.0,0.0
mp-768176,TmTaO4,0.0,0.0,1.0,12,mm2,36,160.19083700704348,3.86360164,7.91822892,5.39936491,90.00000000,90.00000000,104.12090504,1.291,0.0,0.0,0.0,0.0,-1.73994,0.0,0.0,0.0,0.0,-0.10819,0.0,0.0,0.20003,0.37223,-1.291,0.0,0.0,0.0
mp-559847,Ag5P(S2Cl)2,1.0,0.0,0.8,12,mm2,38,266.6080372057153,6.33350757,6.45252602,7.48753624,90.00000000,90.00000000,119.39168908,0.567763,0.0,0.0,0.0,0.0,-1.39515,0.0,0.0,0.0,0.0,-0.0064,0.0,0.0,0.04476,-0.40221,-0.21898,0.0,0.0,0.0
mp-764943,Fe4O3F5,0.83333,0.0,1.0,12,mm2,38,142.79308966560743,4.80889868,4.80889868,6.19003681,90.00000000,90.00000000,94.03397553,0.477157,0.0,0.0,0.0,0.0,0.35456,0.0,0.0,0.0,0.0,0.04058,0.0,0.0,0.58065,-0.01989,0.403,0.0,0.0,0.0
mp-554573,SiO2,0.14286,0.0,1.0,12,mm2,40,189.2315336138126,5.12824935,5.12824942,8.37876682,90.00000000,90.00000000,120.82162541,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05,0.0,0.0,0.0
mp-780753,FeOF,0.0,0.0,1.0,12,mm2,40,139.91988063013073,4.76889785,4.76889785,6.15238493,90.00000000,90.00000000,89.95843690,1.26666,0.0,0.0,0.0,0.0,0.20348,0.0,0.0,0.0,0.0,0.05474,0.0,0.0,-0.46631,-0.06016,1.26666,0.0,0.0,0.0
mp-764829,Fe4O3F5,1.0,0.0,0.83333,12,mm2,44,142.15591353594405,5.71100781,5.71100781,5.71100781,69.21235060,103.64654632,65.84773892,0.376974,0.0,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.03294,0.0,0.0,0.46491,-0.00269,0.16109,0.0,0.0,0.0
mp-781958,V4O3F5,1.0,0.0,0.71429,12,mm2,44,143.91496950168084,5.73175700,5.73175700,5.73175700,70.05780582,104.44559376,65.82861044,2.629036,0.0,0.0,0.0,0.0,6.42732,0.0,0.0,0.0,0.0,-0.03041,0.0,0.0,0.49881,0.06379,-0.18665,0.0,0.0,0.0
mp-555251,SiO2,0.0,0.0,1.0,12,mm2,46,215.79989911328306,5.08547840,7.05829313,7.05829339,72.05829752,68.88454618,68.88454204,0.14902,0.0,0.0,0.0,0.0,0.04246,0.0,0.0,0.0,0.0,0.0355,0.0,0.0,0.21046,0.13356,-0.14902,0.0,0.0,0.0
mp-554206,Cs2Al2As2O7,1.0,0.0,0.57143,13,mm2,44,255.6246476369677,5.56240766,7.34830677,7.34830710,76.01021258,67.76029586,67.76030185,0.352282,0.0,0.0,0.0,0.0,0.70794,0.0,0.0,0.0,0.0,0.10764,0.0,0.0,0.33953,0.18224,-0.32331,0.0,0.0,0.0
mp-753671,PNO,1.0,1.0,1.0,6,222,24,76.66823479376943,4.83331081,4.50336579,7.07043956,89.99355723,137.01667071,117.74492275,0.093334,0.0,0.0,0.0,-0.00855,0.0,0.0,0.0,0.0,0.0,0.0,-0.11625,0.0,0.0,0.0,0.0,0.0,0.0,-0.36018
mp-32684,HBr,1.0,1.0,1.0,8,222,19,220.6261981075205,6.25417238,6.03270165,5.84756942,90.00000000,90.00000000,90.00000000,0.469832,0.0,0.0,0.0,0.01968,0.0,0.0,0.0,0.0,0.0,0.0,2.04318,0.0,0.0,0.0,0.0,0.0,0.0,0.37846
mp-35220,PHN2,1.0,1.0,1.0,8,222,24,80.16202410917356,4.75238430,4.78369870,4.87289872,119.31631449,119.10527925,90.00560515,0.197379,0.0,0.0,0.0,-0.37513,0.0,0.0,0.0,0.0,0.0,0.0,-0.22024,0.0,0.0,0.0,0.0,0.0,0.0,-0.43024
mp-27724,BPS4,1.0,1.0,1.0,6,222,23,175.19094359894007,5.28669259,6.26021568,6.69368365,117.87998869,113.25983641,90.00000002,0.010746,0.0,0.0,0.0,0.01509,0.0,0.0,0.0,0.0,0.0,0.0,0.02046,0.0,0.0,0.0,0.0,0.0,0.0,0.02029
mp-555166,BaAg2SnS4,1.0,1.0,1.0,8,222,23,208.0456939400043,6.50847217,6.50847189,6.50847150,100.31312294,112.55787109,115.93531055,0.021177,0.0,0.0,0.0,-0.01825,0.0,0.0,0.0,0.0,0.0,0.0,0.11555,0.0,0.0,0.0,0.0,0.0,0.0,0.01274
mp-569114,BaAg2SnSe4,1.0,1.0,1.0,8,222,23,235.4135639161232,6.77408636,6.77408723,6.77408716,101.39039498,111.54356833,115.80428452,0.00562,0.0,0.0,0.0,-0.04699,0.0,0.0,0.0,0.0,0.0,0.0,0.04964,0.0,0.0,0.0,0.0,0.0,0.0,0.02655
mp-568328,FeP4,1.0,1.0,1.0,10,222,20,141.9475899012414,5.00938817,5.53454769,5.69972246,90.00000000,116.06824839,90.00000000,0.041954,0.0,0.0,0.0,0.15139,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.06711
mp-765444,LiSi2NiO6,1.0,1.0,1.0,10,222,21,137.03195291913536,5.33636249,5.30280259,5.60378148,90.00005847,89.99984871,120.21404501,0.117146,0.0,0.0,0.0,-0.30158,0.0,0.0,0.0,0.0,0.0,0.0,-0.48394,0.0,0.0,0.0,0.0,0.0,0.0,0.17681
mp-765849,LiFe(SiO3)2,1.0,1.0,1.0,10,222,21,141.45054678597307,5.37636751,5.37265532,5.65363254,89.99783167,90.00228779,119.98434373,0.064201,0.0,0.0,0.0,0.30305,0.0,0.0,0.0,0.0,0.0,0.0,0.31601,0.0,0.0,0.0,0.0,0.0,0.0,-0.28546
mp-752930,LiCu(PO3)2,1.0,1.0,1.0,10,222,21,134.70096458855213,5.34203547,5.07351273,5.64798584,89.99859723,89.99038661,118.36278823,0.251084,0.0,0.0,0.0,-0.06473,0.0,0.0,0.0,0.0,0.0,0.0,-1.18621,0.0,0.0,0.0,0.0,0.0,0.0,-0.05373
mp-766964,Li2Fe2SiO6,1.0,1.0,1.0,11,222,21,157.9388242066838,5.38210929,5.53897674,6.06138145,90.00000000,90.00000000,119.06750612,0.128686,0.0,0.0,0.0,0.03482,0.0,0.0,0.0,0.0,0.0,0.0,-0.40661,0.0,0.0,0.0,0.0,0.0,0.0,-0.29688
mp-27462,AlPS4,1.0,1.0,1.0,12,222,16,374.43734795522334,5.71230345,5.71644625,11.46678755,90.00000000,90.00000000,90.00000000,0.000856,0.0,0.0,0.0,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,-0.00371,0.0,0.0,0.0,0.0,0.0,0.0,0.00607
mp-561224,TeO2,1.0,1.0,1.0,12,222,19,188.7791584444983,4.89343197,5.04383718,7.64855567,90.00000000,90.00000000,90.00000000,0.031943,0.0,0.0,0.0,0.15268,0.0,0.0,0.0,0.0,0.0,0.0,0.02572,0.0,0.0,0.0,0.0,0.0,0.0,-0.01242
mp-7456,SnF2,1.0,1.0,1.0,12,222,19,231.6783640935219,5.14741973,5.30178559,8.48933623,90.00000000,90.00000000,90.00000000,0.005985,0.0,0.0,0.0,0.02451,0.0,0.0,0.0,0.0,0.0,0.0,-0.03516,0.0,0.0,0.0,0.0,0.0,0.0,-0.02045
mp-29174,SiCl2,1.0,1.0,1.0,12,222,19,399.4332124094612,4.02708966,7.18939575,13.79623183,90.00000000,90.00000000,90.00000000,0.004906,0.0,0.0,0.0,-9e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.02631
mp-7595,GeF2,1.0,1.0,1.0,12,222,19,214.79159760282155,4.97134296,5.23964378,8.24597096,90.00000000,90.00000000,90.00000000,0.020608,0.0,0.0,0.0,0.06001,0.0,0.0,0.0,0.0,0.0,0.0,0.03232,0.0,0.0,0.0,0.0,0.0,0.0,-0.19941
mp-8377,TeO2,1.0,1.0,1.0,12,222,19,200.97228383897186,4.47124676,5.10885320,8.79800300,90.00000000,90.00000000,90.00000000,0.122008,0.0,0.0,0.0,-0.04181,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.11078
mp-29966,NOF,1.0,1.0,1.0,12,222,19,197.68408208835393,4.22364939,4.45168822,10.51378521,90.00000000,90.00000000,90.00000000,0.002017,0.0,0.0,0.0,-0.05312,0.0,0.0,0.0,0.0,0.0,0.0,0.05463,0.0,0.0,0.0,0.0,0.0,0.0,-0.01199
mp-754954,Ag2Se,1.0,1.0,1.0,12,222,19,269.63935101155585,4.67993508,7.79719642,7.38932843,90.00000000,90.00000000,90.00000000,0.023581,0.0,0.0,0.0,-0.02002,0.0,0.0,0.0,0.0,0.0,0.0,0.00753,0.0,0.0,0.0,0.0,0.0,0.0,-0.11004
mp-642682,CsHO,1.0,1.0,1.0,12,222,19,260.0835821098649,4.46863617,13.18941088,4.41278272,90.00000000,90.00000000,90.00000000,0.704325,0.0,0.0,0.0,-3.7313,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.05322
mp-767367,VOF,1.0,1.0,1.0,12,222,19,126.74959843720721,3.78041303,10.06008933,3.33277123,90.00000000,90.00000000,90.00000000,0.053349,0.0,0.0,0.0,0.10674,0.0,0.0,0.0,0.0,0.0,0.0,0.12411,0.0,0.0,0.0,0.0,0.0,0.0,0.04636
mp-7648,SiO2,1.0,1.0,1.0,12,222,20,193.78403566984338,5.08853779,5.22988784,8.33443473,90.00000000,90.00000000,119.10989814,0.129867,0.0,0.0,0.0,0.00707,0.0,0.0,0.0,0.0,0.0,0.0,-0.74936,0.0,0.0,0.0,0.0,0.0,0.0,1.4171
mp-557118,SiO2,1.0,1.0,1.0,12,222,20,166.55864059593623,4.76924033,5.92189309,5.92189283,95.21747550,90.00000000,90.00000000,0.557949,0.0,0.0,0.0,-0.08374,0.0,0.0,0.0,0.0,0.0,0.0,-0.68066,0.0,0.0,0.0,0.0,0.0,0.0,-2.13479
mp-553932,GaPO4,1.0,1.0,1.0,12,222,20,175.43731937561114,5.00549643,5.00549678,7.00209805,90.00000000,90.00000000,90.09094200,0.527565,0.0,0.0,0.0,-0.17035,0.0,0.0,0.0,0.0,0.0,0.0,-2.59197,0.0,0.0,0.0,0.0,0.0,0.0,0.02101
mp-4051,AlPO4,1.0,1.0,1.0,12,222,20,188.26142525755108,5.12521550,5.12521549,7.16700421,90.00000000,90.00000000,90.09350749,0.57023,0.0,0.0,0.0,-0.37079,0.0,0.0,0.0,0.0,0.0,0.0,-2.11313,0.0,0.0,0.0,0.0,0.0,0.0,-0.47908
mp-634812,H2O,1.0,1.0,1.0,12,222,20,98.14970836140722,4.30646102,4.30646102,6.26864080,90.00000000,90.00000000,122.40760058,0.015964,0.0,0.0,0.0,0.04434,0.0,0.0,0.0,0.0,0.0,0.0,0.14798,0.0,0.0,0.0,0.0,0.0,0.0,-0.10937
mp-766949,Li3VF8,1.0,1.0,1.0,12,222,21,163.3265034496068,5.29135278,5.29135310,6.31789373,90.00000000,90.00000000,112.58405654,0.050568,0.0,0.0,0.0,-0.2842,0.0,0.0,0.0,0.0,0.0,0.0,0.20985,0.0,0.0,0.0,0.0,0.0,0.0,0.33711
mp-764425,LiY3WO8,1.0,1.0,1.0,13,222,21,198.2392294843493,6.29210792,6.29205500,6.15228708,89.99699117,89.99726335,54.47750063,0.1118,0.0,0.0,0.0,0.43401,0.0,0.0,0.0,0.0,0.0,0.0,-0.16625,0.0,0.0,0.0,0.0,0.0,0.0,-0.84869
mp-625521,H3BrO,1.0,0.0,-3.5,5,m,8,70.5202893249416,4.25314213,4.42975516,4.29932890,71.47775006,70.76694315,71.73839027,0.164928,0.07478,0.23763,0.19176,0.0,0.0552,0.0,0.0,0.0,0.0,0.03028,0.0,0.01826,-0.04195,-0.06286,-0.14373,0.0,-0.04778,0.0
mp-625996,NaHO,0.16667,0.0,1.0,6,m,6,67.04818112601819,5.98226195,3.63646636,5.59412009,90.00000000,33.43203962,90.00000000,1.564626,0.28713,1.75479,0.14514,0.0,0.42837,0.0,0.0,0.0,0.0,0.80548,0.0,0.45867,0.1708,1.18623,1.52395,0.0,0.38494,0.0
